serial_number,user_id,department_code,service_code,district_code,taluk_code,village_code,urban_unit_code,ward_code,block_code,application_date,application_status,last_updated_datetime,application_id,survey_number,subdivision_number,patta_number,role_id,source_code,csc_service_charge,government_service_charge,can_number,dispatch_date,received_date,ip_address,generated_datetime,source_name,renewal_number,workflow_state,igrs_form6_number,return_status,current_subdivision_number,parent_application_id,auto_mutated_flag,is_auto_mutated,igrs_auto_mutation_flag,camp_flag,camp_correction_id,camp_code
5,tut_gramesh,01,0153,28,01,001,,002,0015,2024-11-05,01,2024-11-26 11:46:31.009,2024/0153/28/003037,1398,9,7890,0,0,,,133280129914559,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_ramyadevi,-,0153,28,01,001,,103,0015,2022-12-30,05,2023-01-04 15:16:24.006,2022/0153/28/001487,90,0,60858,0,00,,,202227078308,,,10.236.251.172,,-,0,C,202227078308,S,0,,,,N,,,
1,tut_ramyadevi,01,0153,28,01,001,,102,0015,2023-02-16,05,2023-03-23 15:08:40.802,2023/0153/28/000220,25,0,59118,0,00,,,133280122203291,,,59.93.32.93,,O961,0,C,,,,,,,,,,
2,tut_ramyadevi,01,0153,28,01,001,,102,0015,2023-02-16,05,2023-03-23 15:08:41.277,2023/0153/28/000220,26,0,59119,0,00,,,133280122203291,,,59.93.32.93,,O961,0,C,,,,,,,,,,
1,tut_rselvakumartah,01,0154,28,01,001,,102,0015,2022-10-12,05,2022-10-25 09:26:55.127,2022/0154/28/000776,24,3,59117,0,00,,,133280120618026,,,117.216.137.204,,tut_tct_t131_02,1,C,,,,,,,,,,
1,tut_gramesh,01,0153,28,01,001,,002,0015,2024-11-21,01,2024-12-02 18:17:49.449,2024/0153/28/003173,1366,4,8014,0,0,,,133280227212937,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_gramesh,01,0153,28,01,001,,002,0015,2024-11-21,01,2024-12-02 18:18:24.893,2024/0153/28/003174,1366,4,8014,0,0,,,133280227212230,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-04-23,01,2025-05-23 11:42:15.257,2025/0153/28/001624,6,1,60742,0,0,,,13328012909217,,,59.93.195.9,,EE464,0,C,,,,,,,,,,
1,tut_gramesh,01,0153,28,01,001,,002,0015,2025-02-15,01,2025-03-04 18:29:21.467,2025/0153/28/000283,1364,0,7947,0,1,,,13328025643209,,,49.37.203.194,,TNEFATUT0540-01,1,C,,,,,,,,,,
1,tut_murali,01,0154,28,01,001,,102,0015,2025-02-18,01,2025-03-31 21:45:41.372,2025/0154/28/000286,1,0,59092,0,0,,,133280128890672,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,2025/0154/28/000286,,,,,,
1,tut_gramesh,-,0153,28,01,001,,103,0015,2025-01-20,02,2025-02-05 20:04:09.93,2025/0153/28/000123,85,0,60853,0,1,,,202437549691,,,10.236.251.149,,-,0,C,202437549691,S,0,,,,N,,,
1,tut_thirumani,01,0154,28,01,001,,102,0015,2025-08-25,01,2025-10-31 21:12:06.826,2025/0154/28/001633,35,2A,59130,0,0,,,133280117433883,,,49.37.194.39,,TNEFATUT0540-01,0,C,,,,2025/0154/28/001633,,,,,,
1,tut_thirumani,01,0154,28,01,001,,102,0015,2025-08-25,01,2025-10-31 21:12:06.826,2025/0154/28/001635,35,2A,59130,0,0,,,133280117432448,,,49.37.194.39,,TNEFATUT0540-01,0,C,,,,2025/0154/28/001635,,,,,,
1,tut_thirumani,01,0154,28,01,001,,102,0015,2025-08-25,01,2025-10-31 21:12:06.826,2025/0154/28/001636,35,2A,59130,0,0,,,133280117432448,,,49.37.194.39,,TNEFATUT0540-01,0,C,,,,2025/0154/28/001636,,,,,,
1,tut_thirumani,01,0154,28,01,001,,102,0015,2025-08-25,01,2025-10-31 21:12:06.826,2025/0154/28/001637,35,2A,59130,0,0,,,133280117432448,,,49.37.194.39,,TNEFATUT0540-01,0,C,,,,2025/0154/28/001637,,,,,,
1,tut_psubbiah,01,0153,28,01,001,,103,0015,2025-02-26,01,2025-03-10 21:19:03.27,2025/0153/28/000419,6,1,60742,0,0,,,133280112330412,,,103.143.7.194,,TNASSMLA-214,0,C,,,,,,,,,,
1,tut_psubbiah,01,0153,28,01,001,,102,0015,2025-03-04,01,2025-03-12 12:41:08.471,2025/0153/28/000592,13,0,59104,0,0,,,133280131018171,,,103.143.7.194,,TNASSMLA-214,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-03-07,01,2025-03-21 22:06:17.315,2025/0153/28/000655,6,1,60742,0,0,,,133280130978727,,,117.216.137.204,,tut_tct_t131_01,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-04-26,01,2025-05-20 17:05:29.381,2025/0153/28/001678,1362,1,7726,0,0,,,133280131616197,,,152.59.218.244,,TNEFATUT059-01,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:10:52.004,2021/0161/28/000239,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:11:00.228,2021/0161/28/000240,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:11:09.643,2021/0161/28/000241,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:11:23.162,2021/0161/28/000242,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:11:37.143,2021/0161/28/000243,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_justinetah,01,0161,28,01,001,,002,0015,2021-08-15,01,2022-04-13 23:11:46.991,2021/0161/28/000244,-,-,,0,00,,,,,,unknown,,tut_subbulakshmi,0,C,,,,,,,,,,
1,tut_psubbiah,01,0153,28,01,001,,103,0015,2025-03-04,01,2025-03-11 19:54:24.226,2025/0153/28/000576,6,1,60742,0,0,,,133280131012873,,,103.143.7.194,,TNASSMLA-214,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-03-15,02,2025-03-22 19:24:04.286,2025/0153/28/000813,6,1,60742,0,0,,,133280121704636,,,152.58.251.134,,TNEFATUT059-01,0,C,,,,,,,,,,
2,tut_murali,01,0154,28,01,001,,002,0015,2025-03-18,01,2025-05-20 19:59:26.035,2025/0154/28/000466,1398,10,7880,0,0,,,133280129913920,,,49.37.203.128,,tut_pac_o961_02,0,C,,,,2025/0154/28/000466,,,,,,
1,tut_murali,01,0154,28,01,001,,002,0015,2025-03-18,01,2025-05-20 19:59:26.035,2025/0154/28/000466,1398,7,7888,0,0,,,133280129913920,,,49.37.203.128,,tut_pac_o961_02,0,C,,,,2025/0154/28/000466,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,102,0015,2025-03-17,01,2025-03-22 19:29:05.374,2025/0153/28/000838,13,0,59104,0,0,,,133280131018171,,,117.193.65.143,,EE464,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-03-14,01,2025-03-22 12:03:48.298,2025/0153/28/000761,1355,1H1,7632,0,0,,,133280111537085,,,61.0.140.47,,EE464,0,C,,,,,,,,,,
1,tut_mramachandran,01,0167,28,01,001,,102,0015,2020-03-13,01,2020-03-14 11:05:59.791,2020/0167/28/002380,24,3,59117,0,00,,,,,,164.100.146.220,,tut_austin,0,C,,,,,,,,,,
1,tut_mramachandran,01,0167,28,01,001,,102,0015,2020-03-23,01,2020-03-24 14:29:39.704,2020/0167/28/002611,7,0,59098,0,00,,,,,,164.100.146.214,,tut_austin,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-03-15,02,2025-03-22 19:21:30.486,2025/0153/28/000802,6,1,60742,0,0,,,133280131122972,,,152.58.251.134,,TNEFATUT059-01,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-04-29,02,2025-05-23 12:07:43.515,2025/0153/28/001715,6,1,60742,0,1,,,133280131122972 ,,,49.37.194.35,,TNEFATUT0540-01,0,C,,,,,,,,,,
1,tut_psubbiah,01,0153,28,01,001,,002,0015,2026-02-25,02,2026-03-12 09:19:50.165,2026/0153/28/000659,1361,1Q2,7751,0,0,,,133280134958436,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_mramachandran,01,0167,28,01,001,,102,0015,2020-09-14,01,2020-10-04 19:22:03.86,2020/0167/28/003816,35,2S,59149,0,00,,,,,,164.100.146.214,,tut_dsenapathy,0,C,,,,,,,,,,
1,tut_mramachandran,01,0167,28,01,001,,102,0015,2020-09-14,01,2020-10-04 19:20:33.238,2020/0167/28/003815,35,2R,59148,0,00,,,,,,164.100.146.214,,tut_dsenapathy,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,Q,103,0015,2025-07-12,01,2025-07-31 20:53:48.529,2025/0153/28/002623,6,1,60742,0,0,,,133280121704636,,,49.37.195.30,,TNEFATUT0540-01,0,C,,,,,,,,,,
4,tut_murali,01,0154,28,01,001,,002,0015,2025-03-18,02,2025-05-20 19:59:26.035,2025/0154/28/000466,1398,11,7881,0,0,,,133280129913920,,,49.37.203.128,,tut_pac_o961_02,0,C,,,,,,,,,,
3,tut_murali,01,0154,28,01,001,,002,0015,2025-03-18,01,2025-05-20 19:59:26.035,2025/0154/28/000466,1398,12,7882,0,0,,,133280129913920,,,49.37.203.128,,tut_pac_o961_02,0,C,,,,2025/0154/28/000466,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-04-04,01,2025-05-13 14:51:04.822,2025/0153/28/001105,6,1,60742,0,0,,,133280129759775,,,59.93.198.164,,EE464,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-04-10,01,2025-05-20 15:47:13.738,2025/0153/28/001276,6,1,60742,0,0,,,133280130766384,,,49.37.201.81,,tut_pac_o961_02,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-04-04,01,2025-05-17 12:29:25.377,2025/0153/28/001109,6,1,60742,0,1,,,133280131353891,,,59.93.198.164,,EE464,1,C,,,,,,,,,,
2,tut_kmurugan,-,0153,28,01,001,,002,0015,2025-05-15,01,2025-06-05 15:01:11.282,2025/0153/28/001871,1361,1F1,7982,0,0,,,202539815793,,,10.236.251.148,,-,0,C,202539815793,S,1F1,,,,N,,,
1,tut_kmurugan,-,0153,28,01,001,,002,0015,2025-05-15,01,2025-06-05 15:01:11.3,2025/0153/28/001871,1361,1F6,7987,0,0,,,202539815793,,,10.236.251.148,,-,0,C,202539815793,S,1F6,,,,N,,,
1,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-08-08,01,2025-08-25 17:44:30.507,2025/0153/28/003050,1355,1J1,7641,0,0,,,133280232616515,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_mprabhu,01,0158,28,01,001,,102,0015,2025-06-17,01,2025-08-14 19:12:12.635,2025/0158/28/000016,35,2A,59130,0,00,,,,,,182.78.88.26,,tut_amuthu,0,C,,,,,,,,,,
1,tut_psubbiah,-,0153,28,01,001,,103,0015,2026-02-23,01,2026-03-11 21:10:21.855,2026/0153/28/000648,6,1,60742,0,0,,,202645682730,,,10.236.251.148,,-,0,C,202645682730,S,1,,,,N,,,
2,tut_psubbiah,01,0153,28,01,001,,002,0015,2026-02-25,02,2026-03-12 09:19:50.172,2026/0153/28/000659,1361,1Q3,7752,0,0,,,133280134958436,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_kmurugan,-,0153,28,01,001,,002,0015,2025-07-02,01,2025-07-14 20:20:59.111,2025/0153/28/002488,1398,6,7887,0,0,,,202540668171,,,10.236.251.148,,-,0,C,202540668171,S,6,,,,Y,,,
1,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-07-01,01,2025-07-14 20:20:23.6,2025/0153/28/002435,1355,1G1,7629,0,0,,,133280232616515,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_kmurugan,-,0153,28,01,001,,002,0015,2025-07-02,01,2025-07-14 20:21:31.833,2025/0153/28/002489,1398,5,7886,0,0,,,202540668672,,,10.236.251.148,,-,0,C,202540668672,S,5,,,,Y,,,
1,tut_kmurugan,-,0153,28,01,001,,103,0015,2025-07-14,01,2025-07-31 18:32:32.574,2025/0153/28/002691,5,4A,60738,0,1,,,202540567355,,,10.236.251.171,,-,0,C,202540567355,S,4A,,,,N,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-07-03,01,2025-07-23 20:31:03.263,2025/0153/28/002500,6,1,60742,0,0,,,13328018381376,,,117.216.137.204,,tut_tct_t131_02,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-06-27,01,2025-07-14 19:55:14.71,2025/0153/28/002357,6,1,60742,0,1,,,133280129759775,,,49.37.195.228,,TNEFATUT0540-01,0,C,,,,,,,,,,
1,tut_kmurugan,-,0153,28,01,001,,103,0015,2025-07-28,01,2025-08-25 16:31:56.047,2025/0153/28/002888,5,4A,60738,0,1,,,202540714790,,,10.236.251.173,,-,0,C,202540714790,S,4A,,,,N,,,
1,tut_kmurugan,-,0153,28,01,001,,103,0015,2025-07-28,01,2025-08-25 16:33:11.256,2025/0153/28/002889,5,4A,60738,0,1,,,202540714952,,,10.236.251.173,,-,0,C,202540714952,S,4A,,,,N,,,
1,tut_kmurugan,-,0153,28,01,001,,102,0015,2025-07-28,01,2025-08-25 16:36:26.744,2025/0153/28/002893,11,0,59102,0,1,,,202540948095,,,10.236.251.172,,-,0,C,202540948095,S,0,,,,N,,,
1,tut_sivasubramanian,01,0158,28,01,001,,102,0015,2022-04-05,01,2022-04-25 12:56:39.458,2022/0158/28/003010,35,2T,59150,0,00,,,,,,10.239.186.244,,tut_ponmurugesan,0,C,,,,,,,,,,
1,tut_thirumani,-,0154,28,01,001,,102,0015,2025-09-12,02,2025-11-30 16:56:02.405,2025/0154/28/001839,35,11,65541,0,0,,,202541928552,,,10.236.251.172,,-,0,C,202541928552,S,2A,2025/0154/28/001637,,,N,,,
1,tut_kmurugan,01,0153,28,01,001,Q,103,0015,2025-07-11,01,2025-07-31 16:17:35.045,2025/0153/28/002614,6,1,60742,0,0,,,13328018381376,,,103.143.6.89,,TNEFATUT400-01,0,C,,,,,,,,U,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-08-14,01,2025-08-25 17:52:52.542,2025/0153/28/003182,6,1,60742,0,0,,,133280133227560,,,122.174.230.81,,TNEFATUT0521-01,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-08-14,01,2025-08-25 17:54:50.866,2025/0153/28/003201,6,1,60742,0,0,,,133280129759775,,,49.37.193.181,,TNEFATUT0540-01,0,C,,,,,,,,,,
1,tut_mslsuresh,01,0153,28,01,001,,002,0015,2025-11-10,01,2025-12-13 00:50:43.675,2025/0153/28/004916,1398,13,65412,0,0,,,133280129913920,,,49.47.243.183,,TNEFATUT400-01,0,C,,,,,,,,,,
2,tut_mslsuresh,01,0153,28,01,001,,002,0015,2025-11-10,01,2025-12-13 00:50:43.691,2025/0153/28/004916,1398,14,65413,0,0,,,133280129913920,,,49.47.243.183,,TNEFATUT400-01,0,C,,,,,,,,,,
3,tut_mslsuresh,01,0153,28,01,001,,002,0015,2025-11-10,01,2025-12-13 00:50:43.697,2025/0153/28/004916,1398,15,65414,0,0,,,133280129913920,,,49.47.243.183,,TNEFATUT400-01,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-08-15,01,2025-08-20 20:41:23.782,2025/0153/28/003249,1355,1C,7612,0,0,,,133280133185491,,,157.51.0.55,,TNEFATUT059-01,0,C,,,,,,,,S,,
2,tut_kmurugan,01,0153,28,01,001,,002,0015,2025-08-15,01,2025-08-20 20:41:23.806,2025/0153/28/003249,1355,1D,7613,0,0,,,133280133185491,,,157.51.0.55,,TNEFATUT059-01,0,C,,,,,,,,S,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-08-04,02,2022-08-26 13:00:59.14,2022/0169/28/024930,1361,1G6,7993,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
3,tut_mslsuresh,01,0153,28,01,001,,002,0015,2025-12-22,01,2026-01-20 15:07:26.638,2025/0153/28/005475,1398,12,7882,0,1,,,133280129914559,,,49.47.243.183,,TNEFATUT400-01,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-08-14,01,2025-08-20 20:29:16.064,2025/0153/28/003179,5,4A,60738,0,0,,,133280133227600,,,122.174.230.81,,TNEFATUT0521-01,0,C,,,,,,,,S,,
1,tut_nprabahar,01,0153,28,01,001,,002,0015,2025-08-16,01,2025-09-16 19:19:35.167,2025/0153/28/003308,1392,1,7847,0,1,,,133280133252710,,,152.57.93.28,,TNEFATUT059-01,1,C,,,,,,,,S,,
1,tut_nprabahar,-,0153,28,01,001,,103,0015,2025-08-26,01,2025-09-17 19:54:08.278,2025/0153/28/003703,5,4A,60738,0,1,,,202541391447,,,10.236.251.171,,-,0,C,202541391447,S,4A,,,,N,,,
1,tut_kmurugan,01,0153,28,01,001,,102,0015,2025-08-15,01,2025-08-25 18:05:04.855,2025/0153/28/003243,35,2A,59130,0,0,,,133280125006776,,,122.174.230.81,,TNEFATUT0540-01,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:24.002,2022/0169/28/027409,1356,16,7690,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:24.002,2022/0169/28/027410,1352,1D,7579,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:24.002,2022/0169/28/027411,1356,17,7691,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:24.002,2022/0169/28/027413,1356,15,7689,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:24.002,2022/0169/28/027414,1356,19,7693,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:57.559,2022/0169/28/027456,1358,1A,7716,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:57.559,2022/0169/28/027460,1356,22,7696,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:07:57.559,2022/0169/28/027463,1357,1B,7708,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:08:36.384,2022/0169/28/027470,1358,2B,7722,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-08,02,2023-08-25 15:08:36.384,2022/0169/28/027472,1361,1G2,7989,0,00,,,,,,10.239.185.212,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-14,02,2023-08-25 15:09:00.268,2022/0169/28/029051,1361,1G6,7993,0,00,,,,,,10.239.185.214,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-14,02,2023-08-25 15:09:00.268,2022/0169/28/029052,1358,2A,7721,0,00,,,,,,10.239.185.214,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-12-14,02,2023-08-25 15:09:00.268,2022/0169/28/029053,1359,2,7724,0,00,,,,,,10.239.185.214,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-08-04,02,2022-08-26 13:00:59.14,2022/0169/28/024929,1361,1G2,7989,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019880,1355,1E9,7623,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-08-24,01,2025-09-09 20:07:49.126,2025/0153/28/003495,5,4A,60738,0,0,,,133280133357740,,,122.178.191.38,,TNEFATUT0540-01,0,C,,,,,,,,S,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019874,1355,1E3,7617,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019883,1355,1F3,7625,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_kmurugan,01,0153,28,01,001,,103,0015,2025-08-24,01,2025-09-09 20:11:16.206,2025/0153/28/003511,6,1,60742,0,0,,,133280129474230,,,122.178.191.38,,TNEFATUT0540-01,0,C,,,,2025/0154/28/001672,,,,S,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019889,1355,1F6,7628,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:34:51.532,2022/0169/28/020265,1361,1U1,7910,0,00,,,,,,10.239.185.97,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019900,1355,1H4,7635,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:37:37.634,2022/0169/28/020071,1361,1A1,8061,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020074,1361,1A2,7967,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020082,1361,1C2,7972,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020108,1361,1E,7981,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000184,1352,1D,7579,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000203,1356,9,7706,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000233,1356,14,7688,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000239,1356,19,7693,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000245,1356,15,7689,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:29.304,2022/0169/28/000256,1356,17,7691,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019923,1355,1N3,7647,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:59.989,2022/0169/28/000281,1356,21,7695,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 12:59:59.989,2022/0169/28/000285,1356,22,7696,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 13:00:42.429,2022/0169/28/000332,1358,1A,7716,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019955,1355,1P2,7659,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:29:43.09,2022/0169/28/019961,1355,1P5,7662,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 13:00:42.429,2022/0169/28/000379,1358,2A,7721,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-01,02,2022-08-26 13:00:42.429,2022/0169/28/000386,1359,1,7723,0,00,,,,,,10.239.185.104,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019891,1355,1G1,7629,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-23 12:36:24.797,2022/0169/28/020094,1361,1C7,7977,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019903,1355,1B6,7608,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
1,tut_collector,01,0169,28,01,001,,002,0015,2022-07-18,01,2022-07-19 16:12:55.6,2022/0169/28/019906,1355,1B7,7609,0,00,,,,,,10.239.185.103,,tut_prabakaranp,0,C,,,,,,,,,,
